race_year,gender,age,finish_time
2019,F,38,3:27:34
2019,F,38,3:31:31
2019,F,36,3:29:11
2019,F,36,3:30:59
2019,F,37,3:31:39
2019,F,36,3:31:31
2019,F,35,3:33:52
2019,F,36,3:34:28
2019,F,38,3:28:30
2019,F,36,3:31:24
2019,F,38,3:30:26
2019,F,37,3:27:56
2019,F,37,3:35:06
2019,F,38,3:32:43
2019,F,39,3:30:03
2019,F,39,3:29:26
2019,F,38,3:31:38
2019,F,35,3:27:41
2019,F,36,3:30:12
2019,F,37,3:33:51
2019,F,35,3:33:10
2019,F,37,3:28:27
2019,F,35,3:29:15
2019,F,37,3:35:30
2019,F,35,3:27:00
2019,F,36,3:28:56
2019,F,36,3:27:06
2019,F,39,3:31:39
2019,F,37,3:31:09
2019,F,37,3:33:39
2019,F,39,3:23:36
2019,F,35,3:30:59
2019,F,36,3:26:20
2019,F,42,3:34:31
2019,F,41,3:38:14
2019,F,42,3:39:53
2019,F,43,3:34:01
2019,F,40,3:35:19
2019,F,44,3:35:03
2019,F,42,3:40:13
2019,F,44,3:36:50
2019,F,43,3:37:38
2019,F,40,3:37:57
2019,F,44,3:41:17
2019,F,42,3:36:21
2019,F,44,3:33:00
2019,F,43,3:34:31
2019,F,41,3:37:15
2019,F,43,3:35:16
2019,F,41,3:33:41
2019,F,41,3:42:42
2019,F,42,3:36:01
2019,F,41,3:34:10
2019,F,44,3:33:45
2019,F,40,3:31:05
2019,F,41,3:32:30
2019,F,40,3:34:41
2019,F,43,3:34:29
2019,F,42,3:33:32
2019,F,40,3:37:26
2019,F,40,3:36:08
2019,F,43,3:33:29
2019,F,41,3:30:33
2019,F,44,3:35:55
2019,F,41,3:36:03
2019,F,42,3:35:06
2019,F,40,3:32:02
2019,F,42,3:35:39
2019,F,40,3:31:44
2019,F,41,3:38:07
2019,F,44,3:36:07
2019,F,44,3:35:57
2019,F,42,3:33:28
2019,F,44,3:33:18
2019,F,41,3:39:39
2019,F,42,3:38:02
2019,F,43,3:34:50
2019,F,44,3:37:32
2019,F,40,3:39:28
2019,F,42,3:32:49
2019,F,41,3:34:30
2019,F,41,3:34:22
2019,F,44,3:36:56
2019,F,43,3:33:12
2019,F,44,3:36:08
2019,F,40,3:32:44
2019,F,43,3:37:58
2019,F,44,3:38:13
2019,F,40,3:34:42
2019,F,44,3:37:22
2019,F,41,3:33:44
2019,F,42,3:35:04
2019,F,40,3:38:13
2019,F,44,3:35:43
2019,F,41,3:36:15
2019,F,44,3:33:20
2019,F,40,3:37:16
2019,F,40,3:36:40
2019,F,40,3:32:31
2019,F,43,3:29:29
2019,F,43,3:29:53
2019,F,41,3:35:23
2019,F,40,3:34:45
2019,F,41,3:31:25
2019,F,40,3:36:02
2019,F,43,3:38:18
2019,F,44,3:35:38
2019,F,42,3:34:23
2019,F,41,3:37:32
2019,F,42,3:39:52
2019,F,41,3:39:17
2019,F,40,3:33:37
2019,F,40,3:37:45
2019,F,43,3:35:53
2019,F,43,3:34:40
2019,F,42,3:34:07
2019,F,43,3:36:30
2019,F,40,3:34:22
2019,F,42,3:38:02
2019,F,43,3:36:43
2019,F,43,3:38:22
2019,F,40,3:32:52
2019,F,40,3:35:47
2019,F,44,3:37:41
2019,F,41,3:36:39
2019,F,41,3:35:56
2019,F,42,3:33:44
2019,F,43,3:39:50
2019,F,44,3:38:26
2019,F,43,3:36:22
2019,F,44,3:29:12
2019,F,44,3:33:06
2019,F,43,3:35:41
2019,F,43,3:33:24
2019,F,42,3:30:05
2019,F,41,3:36:14
2019,F,40,3:36:28
2019,F,40,3:32:25
2019,F,44,3:34:11
2019,F,41,3:33:57
2019,F,40,3:36:51
2019,F,40,3:30:30
2019,F,40,3:31:16
2019,F,41,3:34:38
2019,F,43,3:33:36
2019,F,44,3:40:57
2019,F,44,3:33:46
2019,F,44,3:36:18
2019,F,43,3:34:15
2019,F,41,3:33:43
2019,F,42,3:36:32
2019,F,43,3:39:57
2019,F,40,3:34:28
2019,F,48,3:45:00
2019,F,47,3:48:25
2019,F,48,3:42:40
2019,F,49,3:39:11
2019,F,45,3:39:53
2019,F,47,3:46:00
2019,F,45,3:43:15
2019,F,49,3:45:07
2019,F,47,3:45:41
2019,F,46,3:41:18
2019,F,45,3:49:17
2019,F,45,3:42:33
2019,F,46,3:45:49
2019,F,49,3:41:49
2019,F,49,3:45:07
2019,F,46,3:47:32
2019,F,46,3:45:15
2019,F,49,3:43:43
2019,F,45,3:45:34
2019,F,48,3:44:08
2019,F,47,3:47:08
2019,F,47,3:51:16
2019,F,49,3:43:24
2019,F,45,3:43:46
2019,F,46,3:45:35
2019,F,48,3:45:03
2019,F,46,3:42:49
2019,F,45,3:47:02
2019,F,47,3:47:27
2019,F,49,3:45:59
2019,F,48,3:42:25
2019,F,49,3:49:03
2019,F,46,3:42:29
2019,F,46,3:47:50
2019,F,45,3:48:48
2019,F,45,3:42:03
2019,F,46,3:45:43
2019,F,49,3:49:01
2019,F,48,3:46:47
2019,F,47,3:42:59
2019,F,47,3:42:19
2019,F,45,3:46:57
2019,F,47,3:44:43
2019,F,47,3:43:39
2019,F,48,3:47:08
2019,F,46,3:44:23
2019,F,49,3:45:35
2019,F,47,3:46:37
2019,F,45,3:47:06
2019,F,48,3:45:20
2019,F,48,3:45:39
2019,F,49,3:47:31
2019,F,47,3:47:00
2019,F,49,3:42:26
2019,F,46,3:45:14
2019,F,45,3:43:30
2019,F,48,3:42:17
2019,F,47,3:43:52
2019,F,48,3:39:33
2019,F,47,3:47:31
2019,F,48,3:43:46
2019,F,49,3:46:00
2019,F,49,3:40:28
2019,F,45,3:41:03
2019,F,49,3:50:48
2019,F,47,3:48:15
2019,F,46,3:43:55
2019,F,49,3:43:29
2019,F,45,3:43:54
2019,F,46,3:45:24
2019,F,49,3:44:25
2019,F,46,3:43:45
2019,F,49,3:45:52
2019,F,47,3:42:56
2019,F,47,3:51:29
2019,F,46,3:43:49
2019,F,45,3:48:33
2019,F,49,3:43:09
2019,F,45,3:46:06
2019,F,45,3:48:25
2019,F,45,3:45:06
2019,F,46,3:47:46
2019,F,48,3:48:08
2019,F,45,3:50:19
2019,F,45,3:45:52
2019,F,48,3:44:21
2019,F,45,3:42:52
2019,F,46,3:45:54
2019,F,49,3:42:48
2019,F,49,3:45:29
2019,F,47,3:46:02
2019,F,49,3:44:01
2019,F,49,3:42:43
2019,F,49,3:46:18
2019,F,46,3:46:16
2019,F,46,3:45:53
2019,F,48,3:45:23
2019,F,45,3:48:15
2019,F,46,3:42:58
2019,F,46,3:46:48
2019,F,49,3:44:28
2019,F,49,3:47:51
2019,F,46,3:44:39
2019,F,48,3:44:32
2019,F,47,3:46:54
2019,F,45,3:40:02
2019,F,46,3:44:55
2019,F,48,3:40:54
2019,F,48,3:42:56
2019,F,49,3:47:18
2019,F,48,3:46:31
2019,F,49,3:44:30
2019,F,47,3:45:20
2019,F,48,3:45:44
2019,F,48,3:46:14
2019,F,49,3:50:00
2019,F,49,3:46:05
2019,F,49,3:51:09
2019,F,49,3:44:38
2019,F,46,3:47:47
2019,F,54,3:47:44
2019,F,51,3:46:58
2019,F,53,3:50:30
2019,F,50,3:50:57
2019,F,54,3:48:29
2019,F,50,3:54:35
2019,F,53,3:50:08
2019,F,53,3:52:06
2019,F,51,3:51:20
2019,F,52,3:55:34
2019,F,52,3:53:22
2019,F,50,3:50:42
2019,F,50,3:48:13
2019,F,53,3:47:40
2019,F,53,3:51:01
2019,F,51,3:51:41
2019,F,52,3:53:00
2019,F,53,3:49:49
2019,F,53,3:51:24
2019,F,52,3:48:49
2019,F,54,3:46:14
2019,F,52,3:50:28
2019,F,50,3:54:35
2019,F,52,3:52:59
2019,F,51,3:54:42
2019,F,53,3:53:55
2019,F,50,3:47:14
2019,F,54,3:49:53
2019,F,53,3:54:26
2019,F,53,3:48:54
2019,F,52,3:47:08
2019,F,50,3:51:20
2019,F,52,3:52:11
2019,F,52,3:51:26
2019,F,52,3:49:30
2019,F,51,3:48:39
2019,F,51,3:47:09
2019,F,50,3:47:26
2019,F,52,3:47:33
2019,F,50,3:47:24
2019,F,53,3:48:34
2019,F,51,3:54:35
2019,F,52,3:51:10
2019,F,54,3:49:45
2019,F,52,3:51:35
2019,F,53,3:48:33
2019,F,53,3:51:32
2019,F,54,3:52:52
2019,F,50,3:46:31
2019,F,53,3:48:55
2019,F,51,3:50:07
2019,F,51,3:47:53
2019,F,54,3:47:36
2019,F,51,3:49:50
2019,F,52,3:57:18
2019,F,52,3:52:18
2019,F,50,3:51:59
2019,F,51,3:53:22
2019,F,50,3:49:45
2019,F,52,3:47:24
2019,F,50,3:52:01
2019,F,53,3:53:33
2019,F,52,3:44:48
2019,F,50,3:51:47
2019,F,54,3:54:04
2019,F,51,3:50:19
2019,F,51,3:49:04
2019,F,52,3:53:02
2019,F,52,3:48:18
2019,F,53,3:52:07
2019,F,52,3:53:20
2019,F,53,3:50:21
2019,F,51,3:48:36
2019,F,53,3:52:05
2019,F,54,3:49:53
2019,F,50,3:50:44
2019,F,50,3:42:36
2019,F,50,3:53:05
2019,F,51,3:47:05
2019,F,51,3:51:08
2019,F,53,3:50:47
2019,F,51,3:49:00
2019,F,54,3:48:34
2019,F,53,3:47:34
2019,F,54,3:49:45
2019,F,54,3:52:00
2019,F,50,3:52:02
2019,F,53,3:48:50
2019,F,54,3:48:45
2019,F,50,3:46:55
2019,F,50,3:49:19
2019,F,51,3:47:46
2019,F,51,3:46:34
2019,F,54,3:50:35
2019,F,50,3:54:51
2019,F,54,3:53:46
2019,F,51,3:54:43
2019,F,52,3:46:14
2019,F,52,3:52:50
2019,F,51,3:47:32
2019,F,54,3:48:49
2019,F,51,3:46:00
2019,F,54,3:47:42
2019,F,53,3:50:56
2019,F,51,3:51:30
2019,F,54,3:50:15
2019,F,51,3:50:13
2019,F,51,3:51:52
2019,F,54,3:50:29
2019,F,50,3:46:06
2019,F,54,3:55:28
2019,F,50,3:50:25
2019,F,50,3:53:09
2019,F,50,3:49:59
2019,F,53,3:48:32
2019,F,54,3:50:43
2019,F,54,3:48:44
2019,F,53,3:54:56
2019,F,53,3:47:44
2019,F,54,3:52:22
2019,F,55,4:02:59
2019,F,56,4:03:21
2019,F,56,4:01:54
2019,F,59,4:01:19
2019,F,56,3:58:29
2019,F,58,4:01:29
2019,F,59,4:00:56
2019,F,56,4:03:42
2019,F,56,3:56:05
2019,F,59,3:59:21
2019,F,59,3:55:41
2019,F,59,3:58:32
2019,F,55,3:56:45
2019,F,58,4:01:09
2019,F,55,3:58:45
2019,F,56,3:53:45
2019,F,57,4:03:58
2019,F,59,3:57:22
2019,F,58,3:56:06
2019,F,59,3:59:19
2019,F,59,3:58:39
2019,F,56,3:57:24
2019,F,59,4:02:15
2019,F,55,3:59:29
2019,F,56,4:03:14
2019,F,59,4:02:22
2019,F,55,4:02:21
2019,F,58,4:00:49
2019,F,59,4:00:04
2019,F,56,3:59:18
2019,F,58,4:04:56
2019,F,57,3:55:09
2019,F,58,3:57:22
2019,F,56,3:58:32
2019,F,55,4:01:35
2019,F,59,4:01:00
2019,F,55,3:59:10
2019,F,56,3:59:55
2019,F,55,4:05:16
2019,F,55,3:58:54
2019,F,58,3:52:43
2019,F,55,4:05:48
2019,F,56,3:57:38
2019,F,56,3:59:36
2019,F,56,4:00:55
2019,F,59,3:56:50
2019,F,55,4:03:26
2019,F,56,4:00:22
2019,F,58,3:56:33
2019,F,57,4:01:05
2019,F,57,4:01:44
2019,F,59,4:00:16
2019,F,56,4:01:56
2019,F,55,3:56:08
2019,F,59,4:02:56
2019,F,56,3:58:18
2019,F,56,4:04:06
2019,F,59,3:58:43
2019,F,58,4:00:48
2019,F,55,4:07:33
2019,F,59,4:00:38
2019,F,59,4:03:48
2019,F,55,4:01:38
2019,F,59,3:56:43
2019,F,55,4:03:52
2019,F,55,4:03:27
2019,F,58,3:56:50
2019,F,57,4:00:01
2019,F,57,3:56:04
2019,F,57,3:59:29
2019,F,56,4:02:58
2019,F,58,4:00:45
2019,F,56,3:57:10
2019,F,56,3:58:04
2019,F,57,4:00:12
2019,F,56,4:00:36
2019,F,55,4:00:39
2019,F,56,4:02:05
2019,F,59,3:55:15
2019,F,56,4:00:23
2019,F,56,4:03:28
2019,F,55,4:01:44
2019,F,55,3:58:38
2019,F,59,3:59:00
2019,F,57,4:01:07
2019,F,59,4:02:16
2019,F,59,4:00:25
2019,F,56,4:05:02
2019,F,57,4:04:18
2019,F,58,3:58:02
2019,F,58,4:02:12
2019,F,57,3:59:31
2019,F,55,3:57:08
2019,F,56,3:58:55
2019,F,56,4:00:47
2019,F,56,3:54:52
2019,F,57,3:59:01
2019,F,59,4:01:38
2019,F,55,3:58:52
2019,F,56,3:59:46
2019,F,56,4:02:58
2019,F,57,4:00:43
2019,F,59,4:01:07
2019,F,59,4:06:02
2019,F,57,4:00:55
2019,F,56,4:01:21
2019,F,56,4:01:59
2019,F,59,4:04:53
2019,F,55,4:01:44
2019,F,55,4:00:49
2019,F,55,4:00:25
2019,F,58,4:03:18
2019,F,59,3:58:53
2019,F,59,4:04:06
2019,F,56,4:01:06
2019,F,59,3:57:04
2019,F,55,4:02:03
2019,F,59,4:02:10
2019,F,57,3:57:34
2019,F,58,4:01:52
2019,F,64,4:18:48
2019,F,60,4:16:35
2019,F,61,4:15:05
2019,F,61,4:21:50
2019,F,62,4:13:37
2019,F,62,4:18:51
2019,F,63,4:18:32
2019,F,60,4:14:06
2019,F,62,4:15:50
2019,F,60,4:20:09
2019,F,64,4:10:32
2019,F,63,4:18:04
2019,F,64,4:14:46
2019,F,63,4:15:28
2019,F,63,4:11:48
2019,F,61,4:16:50
2019,F,64,4:13:08
2019,F,61,4:17:52
2019,F,61,4:12:25
2019,F,61,4:17:36
2019,F,62,4:16:19
2019,F,62,4:10:36
2019,F,61,4:14:46
2019,F,62,4:15:16
2019,F,61,4:09:31
2019,F,64,4:14:36
2019,F,60,4:17:40
2019,F,60,4:13:47
2019,F,61,4:19:05
2019,F,64,4:12:14
2019,F,61,4:12:24
2019,F,64,4:17:05
2019,F,61,4:17:24
2019,F,61,4:14:58
2019,F,60,4:15:34
2019,F,63,4:18:02
2019,F,64,4:14:15
2019,F,64,4:21:06
2019,F,60,4:16:45
2019,F,63,4:16:47
2019,F,62,4:16:19
2019,F,61,4:14:30
2019,F,63,4:19:02
2019,F,63,4:14:07
2019,F,64,4:16:05
2019,F,64,4:17:34
2019,F,64,4:19:31
2019,F,60,4:18:34
2019,F,63,4:14:31
2019,F,62,4:18:31
2019,F,60,4:15:45
2019,F,60,4:12:39
2019,F,61,4:12:39
2019,F,64,4:11:21
2019,F,63,4:16:19
2019,F,63,4:18:13
2019,F,64,4:12:55
2019,F,60,4:14:33
2019,F,62,4:12:24
2019,F,63,4:15:47
2019,F,63,4:12:18
2019,F,63,4:13:22
2019,F,60,4:13:51
2019,F,60,4:14:27
2019,F,62,4:14:30
2019,F,62,4:15:01
2019,F,61,4:14:52
2019,F,63,4:13:21
2019,F,61,4:17:08
2019,F,61,4:10:47
2019,F,60,4:15:55
2019,F,62,4:13:09
2019,F,63,4:15:58
2019,F,64,4:16:39
2019,F,61,4:10:29
2019,F,63,4:16:21
2019,F,60,4:19:01
2019,F,62,4:17:17
2019,F,64,4:16:32
2019,F,60,4:09:55
2019,F,61,4:15:37
2019,F,60,4:13:10
2019,F,62,4:17:53
2019,F,64,4:14:34
2019,F,62,4:13:52
2019,F,63,4:10:35
2019,F,61,4:17:19
2019,F,64,4:13:57
2019,F,61,4:14:54
2019,F,62,4:18:19
2019,F,61,4:15:30
2019,F,62,4:16:30
2019,F,61,4:21:44
2019,F,62,4:13:56
2019,F,61,4:13:55
2019,F,63,4:16:39
2019,F,61,4:19:20
2019,F,61,4:11:22
2019,F,60,4:14:55
2019,F,62,4:13:04
2019,F,60,4:11:48
2019,F,62,4:17:04
2019,F,64,4:13:15
2019,F,63,4:16:32
2019,F,62,4:16:01
2019,F,61,4:15:55
2019,F,64,4:15:17
2019,F,60,4:12:27
2019,F,60,4:15:30
2019,F,60,4:16:23
2019,F,61,4:16:26
2019,F,60,4:14:58
2019,F,60,4:17:54
2019,F,64,4:16:56
2019,F,62,4:15:46
2019,F,63,4:17:14
2019,F,62,4:15:39
2019,F,63,4:17:27
2019,F,63,4:10:33
2019,F,62,4:11:52
2019,F,68,4:25:26
2019,F,69,4:32:12
2019,F,68,4:36:36
2019,F,68,4:31:02
2019,F,66,4:30:53
2019,F,68,4:25:33
2019,F,67,4:31:43
2019,F,65,4:30:42
2019,F,69,4:29:08
2019,F,66,4:26:33
2019,F,69,4:30:24
2019,F,69,4:28:09
2019,F,69,4:29:42
2019,F,69,4:31:37
2019,F,66,4:30:38
2019,F,67,4:30:17
2019,F,65,4:33:03
2019,F,68,4:27:14
2019,F,66,4:34:13
2019,F,69,4:27:42
2019,F,65,4:27:56
2019,F,69,4:30:51
2019,F,65,4:32:18
2019,F,66,4:31:12
2019,F,69,4:29:23
2019,F,68,4:28:31
2019,F,67,4:29:43
2019,F,66,4:28:22
2019,F,66,4:31:53
2019,F,67,4:29:48
2019,F,66,4:34:39
2019,F,67,4:28:50
2019,F,67,4:30:39
2019,F,66,4:31:48
2019,F,66,4:27:24
2019,F,65,4:28:42
2019,F,69,4:38:21
2019,F,68,4:30:21
2019,F,69,4:34:48
2019,F,68,4:28:04
2019,F,69,4:24:01
2019,F,69,4:32:09
2019,F,65,4:30:35
2019,F,65,4:31:37
2019,F,68,4:29:29
2019,F,66,4:29:09
2019,F,68,4:27:08
2019,F,67,4:33:07
2019,F,69,4:26:28
2019,F,69,4:33:04
2019,F,69,4:29:42
2019,F,67,4:27:13
2019,F,68,4:28:33
2019,F,66,4:33:26
2019,F,69,4:32:54
2019,F,67,4:32:00
2019,F,68,4:31:00
2019,F,69,4:27:28
2019,F,67,4:34:04
2019,F,69,4:29:27
2019,F,68,4:28:47
2019,F,69,4:28:57
2019,F,65,4:29:25
2019,F,67,4:26:31
2019,F,68,4:29:07
2019,F,66,4:28:26
2019,F,66,4:29:05
2019,F,69,4:26:03
2019,F,69,4:35:42
2019,F,68,4:27:09
2019,F,66,4:31:21
2019,F,69,4:31:21
2019,F,65,4:33:05
2019,F,66,4:35:32
2019,F,65,4:31:48
2019,F,66,4:32:36
2019,F,68,4:29:34
2019,F,66,4:34:13
2019,F,67,4:26:44
2019,F,69,4:29:50
2019,F,66,4:31:20
2019,F,69,4:32:26
2019,F,67,4:32:38
2019,F,66,4:33:48
2019,F,68,4:32:07
2019,F,69,4:30:23
2019,F,66,4:31:22
2019,F,66,4:34:36
2019,F,65,4:31:14
2019,F,67,4:33:11
2019,F,66,4:30:04
2019,F,67,4:25:53
2019,F,68,4:28:55
2019,F,66,4:31:18
2019,F,66,4:34:54
2019,F,66,4:34:15
2019,F,65,4:35:10
2019,F,66,4:28:44
2019,F,68,4:32:41
2019,F,66,4:30:21
2019,F,67,4:31:34
2019,F,67,4:30:25
2019,F,65,4:26:31
2019,F,65,4:32:31
2019,F,65,4:31:46
2019,F,68,4:32:50
2019,F,66,4:28:13
2019,F,65,4:33:20
2019,F,65,4:33:38
2019,F,67,4:34:13
2019,F,65,4:34:16
2019,F,68,4:29:12
2019,F,68,4:24:01
2019,F,65,4:33:17
2019,F,69,4:28:17
2019,F,67,4:29:55
2019,F,69,4:33:35
2019,F,67,4:31:20
2019,F,69,4:31:21
2019,F,67,4:32:38
2019,F,74,4:44:24
2019,F,70,4:46:42
2019,F,72,4:49:31
2019,F,72,4:43:08
2019,F,74,4:48:02
2019,F,70,4:43:54
2019,F,72,4:44:51
2019,F,70,4:49:40
2019,F,73,4:48:23
2019,F,70,4:46:53
2019,F,74,4:48:18
2019,F,71,4:48:52
2019,F,72,4:43:37
2019,F,71,4:46:30
2019,F,71,4:44:43
2019,F,73,4:46:40
2019,F,71,4:44:58
2019,F,70,4:47:32
2019,F,70,4:45:21
2019,F,70,4:44:29
2019,F,74,4:45:27
2019,F,73,4:46:44
2019,F,74,4:48:36
2019,F,73,4:44:52
2019,F,73,4:44:27
2019,F,73,4:46:13
2019,F,74,4:47:35
2019,F,73,4:44:12
2019,F,72,4:39:14
2019,F,73,4:46:21
2019,F,71,4:44:50
2019,F,72,4:44:45
2019,F,70,4:52:16
2019,F,73,4:45:21
2019,F,70,4:47:20
2019,F,70,4:42:09
2019,F,71,4:46:24
2019,F,71,4:47:43
2019,F,73,4:45:57
2019,F,73,4:45:13
2019,F,71,4:46:58
2019,F,70,4:45:55
2019,F,71,4:49:13
2019,F,72,4:46:04
2019,F,73,4:43:45
2019,F,71,4:40:32
2019,F,73,4:43:38
2019,F,72,4:45:08
2019,F,70,4:42:25
2019,F,74,4:42:51
2019,F,71,4:41:13
2019,F,73,4:42:36
2019,F,71,4:45:52
2019,F,72,4:44:55
2019,F,73,4:45:28
2019,F,71,4:45:08
2019,F,70,4:45:03
2019,F,74,4:48:03
2019,F,70,4:51:14
2019,F,73,4:47:30
2019,F,72,4:51:13
2019,F,72,4:45:31
2019,F,70,4:46:06
2019,F,74,4:50:09
2019,F,71,4:43:34
2019,F,73,4:43:35
2019,F,74,4:45:18
2019,F,74,4:41:08
2019,F,73,4:40:03
2019,F,73,4:49:03
2019,F,74,4:43:02
2019,F,74,4:44:37
2019,F,70,4:44:43
2019,F,72,4:43:29
2019,F,71,4:47:33
2019,F,73,4:47:24
2019,F,70,4:47:41
2019,F,74,4:47:35
2019,F,74,4:46:06
2019,F,70,4:49:35
2019,F,73,4:48:09
2019,F,72,4:44:10
2019,F,74,4:45:47
2019,F,73,4:44:27
2019,F,74,4:50:45
2019,F,70,4:47:39
2019,F,73,4:46:48
2019,F,73,4:45:19
2019,F,70,4:47:33
2019,F,73,4:42:51
2019,F,74,4:45:50
2019,F,74,4:45:43
2019,F,72,4:45:44
2019,F,71,4:43:30
2019,F,74,4:46:50
2019,F,72,4:42:40
2019,F,71,4:44:34
2019,F,74,4:45:06
2019,F,73,4:45:17
2019,F,72,4:44:27
2019,F,70,4:43:09
2019,F,74,4:43:11
2019,F,71,4:44:31
2019,F,72,4:43:23
2019,F,70,4:45:20
2019,F,71,4:42:28
2019,F,74,4:45:27
2019,F,71,4:51:11
2019,F,70,4:42:02
2019,F,71,4:45:07
2019,F,70,4:48:48
2019,F,72,4:46:10
2019,F,70,4:47:54
2019,F,70,4:40:07
